127.0.0.1 - - [29/Apr/2018:13:45:57 +0800] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:04 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/font/iconfont.woff?v=2.0.0 HTTP/1.1" 200 21680
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:04 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/layer.js HTTP/1.1" 200 21834
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:04 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/form.js HTTP/1.1" 200 7329
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:04 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/element.js HTTP/1.1" 200 6959
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:06 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/css/modules/layer/default/icon.png HTTP/1.1" 200 11493
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:13 +0800] "POST /00.07_AssetsManagementSystem/maintainController/maintainFinish.ajax HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:15 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do HTTP/1.1" 200 8674
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:15 +0800] "GET /00.07_AssetsManagementSystem/view/apply/listPage2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:17 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=2 HTTP/1.1" 200 7029
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:17 +0800] "GET /00.07_AssetsManagementSystem/view/apply/listPage2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:19 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=1 HTTP/1.1" 200 8674
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:48:19 +0800] "GET /00.07_AssetsManagementSystem/view/apply/listPage2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:55:18 +0800] "GET /00.07_AssetsManagementSystem/maintainController/applyRepairs.do HTTP/1.1" 200 4499
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:55:25 +0800] "GET /00.07_AssetsManagementSystem/applyController/addApply.do HTTP/1.1" 200 8162
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:55:27 +0800] "POST /00.07_AssetsManagementSystem/propertyController/returnMalltypeName.ajax HTTP/1.1" 200 368
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:55:28 +0800] "POST /00.07_AssetsManagementSystem/propertyController/returnPropertyName.ajax HTTP/1.1" 200 869
0:0:0:0:0:0:0:1 - - [29/Apr/2018:13:55:31 +0800] "POST /00.07_AssetsManagementSystem/applyController/returnType.do HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:00:11 +0800] "POST /00.07_AssetsManagementSystem/applyController/propertyAdd.do HTTP/1.1" 200 8180
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:00:20 +0800] "GET /00.07_AssetsManagementSystem/applyController/showAllapply.do HTTP/1.1" 200 7975
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:00:20 +0800] "GET /00.07_AssetsManagementSystem/view/apply/listPage.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:02:40 +0800] "GET /00.07_AssetsManagementSystem/applyController/showAllapply.do HTTP/1.1" 200 7975
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:04:20 +0800] "POST /00.07_AssetsManagementSystem/applyController/updateState.ajax HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:06:45 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do HTTP/1.1" 200 8677
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:06:45 +0800] "GET /00.07_AssetsManagementSystem/view/apply/listPage2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:08:52 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 7926
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:08:57 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchaseByUserName.do HTTP/1.1" 200 6689
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:08:59 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/porchaseAdd.do HTTP/1.1" 200 8064
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:09:13 +0800] "POST /00.07_AssetsManagementSystem/propertyController/returnMalltypeName.ajax HTTP/1.1" 200 368
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:09:15 +0800] "POST /00.07_AssetsManagementSystem/propertyController/returnPropertyName.ajax HTTP/1.1" 200 869
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:09:19 +0800] "POST /00.07_AssetsManagementSystem/applyController/returnType.do HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:14:45 +0800] "POST /00.07_AssetsManagementSystem/porchaseController/addPorchase.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:14:45 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchaseByUserName.do HTTP/1.1" 200 7564
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:14:54 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 8199
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:16:58 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 8199
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:17:39 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 8200
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:19:39 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 7212
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/indexController/entryIndex.do HTTP/1.1" 200 7056
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/layui.js HTTP/1.1" 200 5923
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/js/xadmin.js HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/css/cutsom-style.css HTTP/1.1" 200 299
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/css/font.css HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/css/xadmin.css HTTP/1.1" 200 8706
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/css/layui.css HTTP/1.1" 200 50971
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/images/member.png HTTP/1.1" 200 606
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/images/authority.png HTTP/1.1" 200 753
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/images/property.png HTTP/1.1" 200 293
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/images/processmmt.png HTTP/1.1" 200 213
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/images/gold.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/images/warehouse.png HTTP/1.1" 200 279
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/css/xadmin.css HTTP/1.1" 200 8706
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/fonts/iconfont.woff HTTP/1.1" 200 30200
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/form.js HTTP/1.1" 200 7329
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/indexController/showWelcome.do HTTP/1.1" 200 4748
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/layer.js HTTP/1.1" 200 21834
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/css/font.css HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/css/cutsom-style.css HTTP/1.1" 200 299
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/css/xadmin.css HTTP/1.1" 200 8706
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/css/layui.css HTTP/1.1" 200 50971
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/element.js HTTP/1.1" 200 6959
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/css/modules/layer/default/layer.css?v=3.0.3 HTTP/1.1" 200 14364
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/font/iconfont.woff?v=2.0.0 HTTP/1.1" 200 21680
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "POST /00.07_AssetsManagementSystem/indexController/OnlineNum.ajax HTTP/1.1" 200 1
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "POST /00.07_AssetsManagementSystem/indexController/getServerTime.ajax HTTP/1.1" 200 19
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:22 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:27 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 7212
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:41 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 7212
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:20:52 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 7212
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:19 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 7212
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/css/font.css HTTP/1.1" 200 505
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/css/xadmin.css HTTP/1.1" 200 8706
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/layui.js HTTP/1.1" 200 5923
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/js/kkpager.min.js HTTP/1.1" 200 5951
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/js/xadmin.js HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/js/jquery.js HTTP/1.1" 200 256541
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/view/porchase/listPage.js HTTP/1.1" 200 3014
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/js/kkpager/jpager.js HTTP/1.1" 200 10381
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/css/layui.css HTTP/1.1" 200 50971
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/resources/My97DatePicker/WdatePicker.js HTTP/1.1" 200 10235
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/css/kkpager_orange.css HTTP/1.1" 200 1899
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/js/kkpager/jpager.css HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/resources/My97DatePicker/skin/WdatePicker.css HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/font/iconfont.woff?v=2.0.0 HTTP/1.1" 200 21680
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/form.js HTTP/1.1" 200 7329
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/layer.js HTTP/1.1" 200 21834
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/css/modules/layer/default/layer.css?v=3.0.3 HTTP/1.1" 200 14364
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:20 +0800] "GET /00.07_AssetsManagementSystem/lib/layui/lay/modules/element.js HTTP/1.1" 200 6959
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:30 +0800] "POST /00.07_AssetsManagementSystem/porchaseController/updateStateDo.ajax HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:36 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do HTTP/1.1" 200 8689
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:39 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do HTTP/1.1" 200 8689
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:41 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=2 HTTP/1.1" 200 8599
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:43 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=3 HTTP/1.1" 200 8638
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:21:45 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do HTTP/1.1" 200 8689
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:00 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do HTTP/1.1" 200 8677
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:00 +0800] "GET /00.07_AssetsManagementSystem/view/apply/listPage2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:02 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do HTTP/1.1" 200 8677
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:03 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=2 HTTP/1.1" 200 7679
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:05 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=1 HTTP/1.1" 200 8677
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:10 +0800] "GET /00.07_AssetsManagementSystem/porchaseController/showPorchase.do HTTP/1.1" 200 7189
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:17 +0800] "GET /00.07_AssetsManagementSystem/propertyController/addUIProperty.do HTTP/1.1" 200 7504
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:19 +0800] "POST /00.07_AssetsManagementSystem/propertyController/returnMalltypeName.ajax HTTP/1.1" 200 368
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:23 +0800] "POST /00.07_AssetsManagementSystem/propertyController/returnPropertyName.ajax HTTP/1.1" 200 869
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:25 +0800] "POST /00.07_AssetsManagementSystem/applyController/returnType.do HTTP/1.1" 200 191
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:27 +0800] "POST /00.07_AssetsManagementSystem/propertyController/addProperty.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:27 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do HTTP/1.1" 200 8691
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:32 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=2 HTTP/1.1" 200 8601
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:34 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=3 HTTP/1.1" 200 8640
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:37 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=4 HTTP/1.1" 200 7804
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:39 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=1 HTTP/1.1" 200 8691
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:22:40 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do HTTP/1.1" 200 8691
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:23:12 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do HTTP/1.1" 200 8690
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:25:06 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=2 HTTP/1.1" 200 8601
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:25:07 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=3 HTTP/1.1" 200 8640
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:25:08 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=4 HTTP/1.1" 200 7804
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:25:09 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=3 HTTP/1.1" 200 8640
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:25:14 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=2 HTTP/1.1" 200 8601
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:25:15 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do?pageNumber=1 HTTP/1.1" 200 8690
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:27:04 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showAllProperty.do HTTP/1.1" 200 8690
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:27:22 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=2 HTTP/1.1" 200 7722
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:27:22 +0800] "GET /00.07_AssetsManagementSystem/view/apply/listPage2.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:27:24 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=1 HTTP/1.1" 200 8720
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:27:27 +0800] "POST /00.07_AssetsManagementSystem/applyController/returnProperty.ajax HTTP/1.1" 500 8353
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:28:13 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do HTTP/1.1" 200 8717
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:28:15 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=2 HTTP/1.1" 200 7072
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:28:16 +0800] "GET /00.07_AssetsManagementSystem/applyController/showApplyByUserName.do?pageNumber=1 HTTP/1.1" 200 8717
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:28:32 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showBorrowreturn.do HTTP/1.1" 200 8200
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:28:34 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showBorrowreturn.do?pageNumber=2 HTTP/1.1" 200 8200
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:28:35 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showBorrowreturn.do?pageNumber=3 HTTP/1.1" 200 8200
0:0:0:0:0:0:0:1 - - [29/Apr/2018:14:28:36 +0800] "GET /00.07_AssetsManagementSystem/propertyController/showBorrowreturn.do?pageNumber=4 HTTP/1.1" 200 8200
